"country"	"year"	"CO2_PBPROD"	"DMC_PROD"	"GDP_RCAP"	"OECD"
"JPN"	1999	3.47804	NA	30914.88	"1"
"JPN"	2000	3.50925	NA	31552.75	"1"
"JPN"	2001	3.554049	NA	31574.61	"1"
"JPN"	2002	3.448846	NA	31629.51	"1"
"JPN"	2003	3.485727	NA	32115.62	"1"
"JPN"	2004	3.578668	NA	32857.57	"1"
"JPN"	2005	3.608912	NA	33264.51	"1"
"JPN"	2006	3.718411	NA	33827.39	"1"
"JPN"	2007	3.661023	NA	34568.4	"1"
"JPN"	2008	3.900408	5.652482	34229.22	"1"
"JPN"	2009	3.895715	6.382082	32383.79	"1"
"JPN"	2010	3.888911	6.593751	33764.14	"1"
"JPN"	2011	3.692247	6.616316	33678.88	"1"
"JPN"	2012	3.622664	6.42702	34341.95	"1"
"JPN"	2013	3.609731	NA	34867.75	"1"
"JPN"	2014	3.732978	NA	34952.13	"1"
"JPN"	2015	NA	NA	35232.81	"1"
"KAZ"	1990	0.9182787	NA	13325.94	"0"
"KAZ"	1991	0.7870457	NA	11786.19	"0"
"KAZ"	1992	0.7274955	NA	11169.26	"0"
"KAZ"	1993	0.7709962	NA	10209.18	"0"
"KAZ"	1994	0.7494007	NA	9053.227	"0"
"KAZ"	1995	0.7844533	NA	8457.772	"0"
"KAZ"	1996	0.9067435	NA	8629.78	"0"
"KAZ"	1997	1.088355	NA	8916.253	"0"
"KAZ"	1998	1.0457	NA	8899.134	"0"
"KAZ"	1999	1.188462	NA	9226.879	"0"
"KAZ"	2000	1.350371	NA	10161.61	"0"
"KAZ"	2001	1.571395	NA	11553.06	"0"
"KAZ"	2002	1.57633	NA	12684.73	"0"
"KAZ"	2003	1.528382	NA	13817.85	"0"
"KAZ"	2004	1.54216	NA	15039.49	"0"
"KAZ"	2005	1.578743	NA	16352.32	"0"
"KAZ"	2006	1.585565	NA	17911.56	"0"
"KAZ"	2007	1.595143	NA	19283.85	"0"
"KAZ"	2008	1.339682	NA	19678.99	"0"
"KAZ"	2009	1.53996	NA	19396.98	"0"
"KAZ"	2010	1.514934	NA	20521.1	"0"
"KAZ"	2011	1.529118	NA	21686.35	"0"
"KAZ"	2012	1.606161	NA	22366.69	"0"
"KAZ"	2013	1.594253	NA	23325.22	"0"
"KAZ"	2014	1.84918	NA	23924.9	"0"
"KAZ"	2015	NA	NA	23860.22	"0"
"KGZ"	1990	0.6565356	NA	3404.38	"0"
"KGZ"	1991	0.6742846	NA	3086.216	"0"
"KGZ"	1992	0.891908	NA	2627.093	"0"
"KGZ"	1993	1.02332	NA	2220.323	"0"
"KGZ"	1994	1.25813	NA	1774.996	"0"
"KGZ"	1995	1.699463	NA	1662.048	"0"
"KGZ"	1996	1.467736	NA	1753.648	"0"
"KGZ"	1997	1.652103	NA	1899.616	"0"
"KGZ"	1998	1.592771	NA	1910.391	"0"
"KGZ"	1999	2.044095	NA	1951.02	"0"
"KGZ"	2000	2.237348	NA	2032.541	"0"
"KGZ"	2001	2.788836	NA	2120.488	"0"
"KGZ"	2002	2.211858	NA	2100.749	"0"
"KGZ"	2003	2.133322	NA	2224.987	"0"
"KGZ"	2004	2.314023	NA	2352.691	"0"
"KGZ"	2005	2.451676	NA	2322.221	"0"
"KGZ"	2006	2.532929	NA	2368.675	"0"
"KGZ"	2007	2.251116	NA	2546.627	"0"
"KGZ"	2008	2.074732	NA	2734.478	"0"
"KGZ"	2009	2.295038	NA	2779.642	"0"
"KGZ"	2010	2.465742	NA	2733.729	"0"
"KGZ"	2011	2.188649	NA	2861.523	"0"
"KGZ"	2012	1.647466	NA	2811.786	"0"
"KGZ"	2013	1.96928	NA	3057.418	"0"
"KGZ"	2014	2.175945	NA	3117.281	"0"
"KGZ"	2015	NA	NA	3159.643	"0"
"KHM"	1993	NA	NA	990.6408	"0"
"KHM"	1994	NA	NA	1044.446	"0"
"KHM"	1995	7.83152	NA	1076.477	"0"
"KHM"	1996	7.931649	NA	1101.002	"0"
"KHM"	1997	7.815492	NA	1130.409	"0"
"KHM"	1998	7.159274	NA	1156.159	"0"
"KHM"	1999	7.886085	NA	1262.746	"0"
"KHM"	2000	8.358628	NA	1343.092	"0"
"KHM"	2001	8.232499	NA	1421.804	"0"
"KHM"	2002	8.544624	NA	1489.011	"0"
"KHM"	2003	8.609178	NA	1588.21	"0"
"KHM"	2004	9.499412	NA	1724.224	"0"
"KHM"	2005	9.661984	NA	1922.233	"0"
"KHM"	2006	9.581795	NA	2096.958	"0"
"KHM"	2007	8.707135	NA	2276.881	"0"
"KHM"	2008	8.846235	NA	2393.507	"0"
"KHM"	2009	7.673386	NA	2359.9	"0"
"KHM"	2010	7.655769	NA	2462.453	"0"
"KHM"	2011	7.824409	NA	2595.072	"0"
"KHM"	2012	8.02767	NA	2738.627	"0"
"KHM"	2013	8.42826	NA	2895.394	"0"
"KHM"	2014	7.66323	NA	3049.667	"0"
"KHM"	2015	NA	NA	3211.907	"0"
"KOR"	1990	2.153934	NA	11642.09	"1"
"KOR"	1991	2.153775	NA	12720.97	"1"
"KOR"	1992	2.120367	NA	13366.93	"1"
"KOR"	1993	2.063727	NA	14137.78	"1"
"KOR"	1994	2.084867	NA	15284.76	"1"
"KOR"	1995	2.093405	NA	16579.94	"1"
"KOR"	1996	2.108567	NA	17669.94	"1"
"KOR"	1997	2.11886	NA	18541.7	"1"
"KOR"	1998	2.344597	NA	17401.18	"1"
"KOR"	1999	2.371818	NA	19231.82	"1"
"KOR"	2000	2.262012	NA	20773.72	"1"
"KOR"	2001	2.290263	NA	21553.66	"1"
"KOR"	2002	2.516671	NA	23026.85	"1"
"KOR"	2003	2.579303	NA	23584.85	"1"
"KOR"	2004	2.576119	NA	24647.71	"1"
"KOR"	2005	2.689603	NA	25562.3	"1"
"KOR"	2006	2.785952	NA	26755.46	"1"
"KOR"	2007	2.859972	NA	28086.17	"1"
"KOR"	2008	2.872101	2.63058	28673.66	"1"
"KOR"	2009	2.816067	2.834446	28739.53	"1"
"KOR"	2010	2.732932	3.133446	30465.24	"1"
"KOR"	2011	2.721109	3.300395	31352.69	"1"
"KOR"	2012	2.775213	3.390245	31927.11	"1"
"KOR"	2013	2.871011	NA	32710.99	"1"
"KOR"	2014	2.989779	NA	33667.06	"1"
"KOR"	2015	NA	NA	34414.63	"1"
"KWT"	1990	2.788443	NA	35036.16	"0"
"KWT"	1991	5.913654	NA	32484.64	"0"
"KWT"	1992	3.797168	NA	56893.56	"0"
"KWT"	1993	3.973193	NA	74143.41	"0"
"KWT"	1994	3.735512	NA	78254.31	"0"
"KWT"	1995	3.953329	NA	78099.11	"0"
"KWT"	1996	4.091105	NA	78529.73	"0"
"KWT"	1997	4.044358	NA	78164.66	"0"
"KWT"	1998	3.517828	NA	77357.48	"0"
"KWT"	1999	3.138902	NA	72410.72	"0"
"KWT"	2000	3.034945	NA	72811.51	"0"
"KWT"	2001	2.817838	NA	71110.68	"0"
"KWT"	2002	2.791214	NA	71372.1	"0"
"KWT"	2003	3.20349	NA	81585.35	"0"
"KWT"	2004	3.369013	NA	87431.13	"0"
"KWT"	2005	3.220426	NA	92105.49	"0"
"KWT"	2006	3.331392	NA	93814.41	"0"
"KWT"	2007	3.520533	NA	93595.54	"0"
"KWT"	2008	3.402165	NA	90006.23	"0"
"KWT"	2009	2.885273	NA	78529.7	"0"
"KWT"	2010	2.870045	NA	72204.38	"0"
"KWT"	2011	2.97223	NA	74764.98	"0"
"KWT"	2012	3.001917	NA	75513.6	"0"
"KWT"	2013	3.105731	NA	72680.74	"0"
"KWT"	2014	2.985076	NA	68464.45	"0"
"LAO"	1990	NA	NA	1588.312	"0"
"LAO"	1991	NA	NA	1609.676	"0"
"LAO"	1992	NA	NA	1651.781	"0"
"LAO"	1993	NA	NA	1702.236	"0"
"LAO"	1994	NA	NA	1794.149	"0"
"LAO"	1995	NA	NA	1874.805	"0"
"LAO"	1996	NA	NA	1960.889	"0"
"LAO"	1997	NA	NA	2053.324	"0"
"LAO"	1998	NA	NA	2094.943	"0"
"LAO"	1999	NA	NA	2209.03	"0"
"LAO"	2000	NA	NA	2299.214	"0"
"LAO"	2001	NA	NA	2394.778	"0"
"LAO"	2002	NA	NA	2500.728	"0"
"LAO"	2003	NA	NA	2615.999	"0"
"LAO"	2004	NA	NA	2743.035	"0"
"LAO"	2005	NA	NA	2893.958	"0"
"LAO"	2006	NA	NA	3092.885	"0"
"LAO"	2007	NA	NA	3271.371	"0"
"LAO"	2008	NA	NA	3465.619	"0"
"LAO"	2009	NA	NA	3660.383	"0"
"LAO"	2010	NA	NA	3904.357	"0"
"LAO"	2011	NA	NA	4147.746	"0"
"LAO"	2012	NA	NA	4407.101	"0"
"LAO"	2013	NA	NA	4702.741	"0"
"LAO"	2014	NA	NA	4973.538	"0"
"LAO"	2015	NA	NA	5233.261	"0"
"LBN"	1990	3.71746	NA	7577.899	"0"
"LBN"	1991	4.073084	NA	10284.55	"0"
"LBN"	1992	4.287214	NA	10483.05	"0"
"LBN"	1993	3.133851	NA	10911.2	"0"
"LBN"	1994	3.085293	NA	11492.14	"0"
"LBN"	1995	2.847461	NA	12005.98	"0"
"LBN"	1996	2.876761	NA	12468.25	"0"
"LBN"	1997	2.456604	NA	12097.61	"0"
"LBN"	1998	2.606472	NA	12446.61	"0"
"LBN"	1999	2.465344	NA	12222.61	"0"
"LBN"	2000	2.79494	NA	12085.51	"0"
"LBN"	2001	2.682976	NA	12097.8	"0"
"LBN"	2002	2.78268	NA	11927.43	"0"
"LBN"	2003	2.88231	NA	11719.35	"0"
"LBN"	2004	3.06932	NA	12068.26	"0"
"LBN"	2005	3.311403	NA	12010.16	"0"
"LBN"	2006	3.561519	NA	11991.58	"0"
"LBN"	2007	4.431762	NA	13028.13	"0"
"LBN"	2008	3.682179	NA	14130.56	"0"
"LBN"	2009	3.323793	NA	15316.46	"0"
"LBN"	2010	3.800601	NA	15948.46	"0"
"LBN"	2011	3.81392	NA	15366.33	"0"
"LBN"	2012	3.4338	NA	14643.79	"0"
"LBN"	2013	3.525135	NA	13761.85	"0"
"LBN"	2014	3.311387	NA	13199.3	"0"
"LBN"	2015	NA	NA	12851.91	"0"
"LBY"	1990	4.106747	NA	24117.14	"0"
"LBY"	1991	4.78105	NA	27267.4	"0"
"LBY"	1992	4.698086	NA	25969.82	"0"
"LBY"	1993	4.300863	NA	24483.73	"0"
"LBY"	1994	3.762586	NA	24468.08	"0"
"LBY"	1995	3.114268	NA	21029.05	"0"
"LBY"	1996	3.036515	NA	21180.62	"0"
"LBY"	1997	3.259052	NA	22230.64	"0"
"LBY"	1998	2.842428	NA	19496.4	"0"
"LBY"	1999	3.214991	NA	21151.68	"0"
"LBY"	2000	3.129255	NA	21552.5	"0"
"LBY"	2001	2.991094	NA	20817.47	"0"
"LBY"	2002	2.811354	NA	20281.46	"0"
"LBY"	2003	3.047158	NA	22550.15	"0"
"LBY"	2004	3.115561	NA	23167.76	"0"
"LBY"	2005	3.439177	NA	25478.71	"0"
"LBY"	2006	3.767943	NA	26649.86	"0"
"LBY"	2007	4.317297	NA	27821.62	"0"
"LBY"	2008	4.09166	NA	28072.84	"0"
"LBY"	2009	3.774511	NA	27466.77	"0"
"LBY"	2010	3.72727	NA	28583.47	"0"
"LBY"	2011	1.97615	NA	10800.45	"0"
"LBY"	2012	3.140131	NA	22103.94	"0"
"LBY"	2013	2.491499	NA	19161.44	"0"
"LBY"	2014	1.905003	NA	14578.99	"0"
"LBY"	2015	NA	NA	13051.36	"0"
"LTU"	1990	1.97431	NA	17197.16	"0"
"LTU"	1991	1.837409	NA	17016.62	"0"
"LTU"	1992	2.835647	NA	14756.19	"0"
"LTU"	1993	2.17268	NA	9083.455	"0"
"LTU"	1994	2.195726	NA	8670.572	"0"
"LTU"	1995	2.410303	NA	8916.952	"0"
"LTU"	1996	2.446976	NA	9442.704	"0"
"LTU"	1997	2.720313	NA	10304.25	"0"
"LTU"	1998	2.772054	NA	11159.81	"0"
"LTU"	1999	3.291025	NA	11114.2	"0"
"LTU"	2000	3.978845	NA	11615.51	"0"
"LTU"	2001	3.984993	NA	12439.49	"0"
"LTU"	2002	4.231054	NA	13337.05	"0"
"LTU"	2003	4.676947	NA	14800.47	"0"
"LTU"	2004	4.71171	NA	15844.13	"0"
"LTU"	2005	4.782094	NA	17175.45	"0"
"LTU"	2006	5.082428	NA	18597.83	"0"
"LTU"	2007	5.587338	NA	20860.05	"0"
"LTU"	2008	5.766392	NA	21635.01	"0"
"LTU"	2009	5.426009	NA	18623.02	"0"
"LTU"	2010	5.103284	NA	19109.94	"0"
"LTU"	2011	5.814565	NA	20444.55	"0"
"LTU"	2012	6.032362	NA	21388.51	"0"
"LTU"	2013	6.61778	NA	22312.17	"0"
"LTU"	2014	7.116488	NA	23199.52	"0"
"LTU"	2015	NA	NA	23755.76	"0"
"LUX"	1990	1.818832	NA	51156.89	"1"
"LUX"	1991	1.889834	NA	54839.37	"1"
"LUX"	1992	1.980662	NA	55100.45	"1"
"LUX"	1993	2.008629	NA	56649.43	"1"
"LUX"	1994	2.265221	NA	58018.45	"1"
"LUX"	1995	2.884658	NA	58028.48	"1"
"LUX"	1996	2.911798	NA	58344.92	"1"
"LUX"	1997	3.271317	NA	60832.7	"1"
"LUX"	1998	3.821428	NA	64065.37	"1"
"LUX"	1999	3.968727	NA	68684.63	"1"
"LUX"	2000	4.015607	3.788458	74182.43	"1"
"LUX"	2001	3.895254	4.496223	76669.88	"1"
"LUX"	2002	3.747367	4.344839	78609.05	"1"
"LUX"	2003	3.614389	4.383142	79034.63	"1"
"LUX"	2004	3.306719	4.361164	81614.19	"1"
"LUX"	2005	3.338753	4.560034	83106.87	"1"
"LUX"	2006	3.568445	4.32127	85883.06	"1"
"LUX"	2007	4.085135	4.698723	91705.36	"1"
"LUX"	2008	4.077395	5.515762	89503.8	"1"
"LUX"	2009	4.06888	5.107294	83026.58	"1"
"LUX"	2010	4.069477	5.412732	86317.32	"1"
"LUX"	2011	4.206666	5.655898	86385.44	"1"
"LUX"	2012	4.284361	5.545971	84234.34	"1"
"LUX"	2013	4.715363	5.326446	85789.74	"1"
"LUX"	2014	5.214833	5.126709	87751.87	"1"
"LUX"	2015	NA	15.59146	88753.75	"1"
"LVA"	1990	1.649508	NA	11625.8	"0"
"LVA"	1991	1.770571	NA	11489.49	"0"
"LVA"	1992	2.017718	NA	10673.85	"0"
"LVA"	1993	1.811767	NA	8297.988	"0"
"LVA"	1994	1.973781	NA	7939.782	"0"
"LVA"	1995	2.205075	0.6984661	7897.276	"0"
"LVA"	1996	2.257093	0.6986101	8175.14	"0"
"LVA"	1997	2.599864	0.7313047	8998.027	"0"
"LVA"	1998	2.903927	0.7048664	9675.663	"0"
"LVA"	1999	3.229316	0.72718	10010.22	"0"
"LVA"	2000	3.687581	0.779099	10653.65	"0"
"LVA"	2001	3.703834	0.8660464	11489.45	"0"
"LVA"	2002	3.977891	0.8712171	12449.35	"0"
"LVA"	2003	4.180273	0.9353105	13630	"0"
"LVA"	2004	4.516612	0.9460422	14928.16	"0"
"LVA"	2005	4.933796	0.9385803	16704.57	"0"
"LVA"	2006	5.211032	0.9843801	18862.88	"0"
"LVA"	2007	5.503334	0.988084	20909.58	"0"
"LVA"	2008	5.585326	1.147902	20367.9	"0"
"LVA"	2009	5.291295	1.279878	17739.2	"0"
"LVA"	2010	4.51814	1.047174	17425.89	"0"
"LVA"	2011	5.289107	1.001466	18848.32	"0"
"LVA"	2012	5.776051	1.082599	19846.74	"0"
"LVA"	2013	6.012274	1.058235	20262.63	"0"
"LVA"	2014	6.312059	1.090928	20781.35	"0"
"LVA"	2015	NA	1.894606	21452.89	"0"
"MAR"	1990	4.895228	NA	3855.341	"0"
"MAR"	1991	5.006432	NA	4058.708	"0"
"MAR"	1992	4.562541	NA	3903.476	"0"
"MAR"	1993	4.387971	NA	3808.618	"0"
"MAR"	1994	4.435082	NA	4143.641	"0"
"MAR"	1995	4.021545	NA	3859.882	"0"
"MAR"	1996	4.584188	NA	4275.287	"0"
"MAR"	1997	4.317756	NA	4151.746	"0"
"MAR"	1998	4.51597	NA	4395.889	"0"
"MAR"	1999	4.323063	NA	4390.862	"0"
"MAR"	2000	4.337151	NA	4425.458	"0"
"MAR"	2001	4.271442	NA	4700.619	"0"
"MAR"	2002	4.254115	NA	4800.637	"0"
"MAR"	2003	4.544524	NA	5039.531	"0"
"MAR"	2004	4.338636	NA	5232.064	"0"
"MAR"	2005	4.18184	NA	5352.285	"0"
"MAR"	2006	4.354169	NA	5700.305	"0"
"MAR"	2007	4.42211	NA	5840.757	"0"
"MAR"	2008	4.487903	NA	6119.761	"0"
"MAR"	2009	4.681643	NA	6306.167	"0"
"MAR"	2010	4.518634	NA	6466.704	"0"
"MAR"	2011	4.34785	NA	6717.176	"0"
"MAR"	2012	4.349766	NA	6824.493	"0"
"MAR"	2013	4.670837	NA	7046.882	"0"
"MAR"	2014	4.545944	NA	7117.528	"0"
"MAR"	2015	NA	NA	7332.067	"0"
"MDA"	1990	0.76408	NA	6309.449	"0"
"MDA"	1991	0.796607	NA	5288.49	"0"
"MDA"	1992	0.7000148	NA	3747.516	"0"
"MDA"	1993	0.807155	NA	3707.548	"0"
"MDA"	1994	0.6865785	NA	2568.856	"0"
"MDA"	1995	0.7862831	NA	2543.852	"0"
"MDA"	1996	0.8680473	NA	2416.405	"0"
"MDA"	1997	0.9671931	NA	2464.164	"0"
"MDA"	1998	0.9987272	NA	2304.924	"0"
"MDA"	1999	1.139078	NA	2230.056	"0"
"MDA"	2000	1.269696	NA	2281.522	"0"
"MDA"	2001	1.288062	NA	2426.114	"0"
"MDA"	2002	1.36459	NA	2621.415	"0"
"MDA"	2003	1.346328	NA	2802.308	"0"
"MDA"	2004	1.451884	NA	3017.418	"0"
"MDA"	2005	1.518027	NA	3251.238	"0"
"MDA"	2006	1.631118	NA	3416.732	"0"
"MDA"	2007	1.713095	NA	3529.726	"0"
"MDA"	2008	1.856189	NA	3811.052	"0"
"MDA"	2009	1.759413	NA	3587.311	"0"
"MDA"	2010	1.74501	NA	3845.636	"0"
"MDA"	2011	1.868845	NA	4094.675	"0"
"MDA"	2012	1.89711	NA	4066.546	"0"
"MDA"	2013	2.363452	NA	4449.863	"0"
"MDA"	2014	2.288996	NA	4666.3	"0"
"MDA"	2015	NA	NA	4645.905	"0"
"MEX"	1990	3.963795	NA	11694.5	"1"
"MEX"	1991	3.858099	NA	11972.91	"1"
"MEX"	1992	3.956809	NA	12200.65	"1"
"MEX"	1993	3.926886	NA	12239.28	"1"
"MEX"	1994	3.785497	NA	12579.91	"1"
"MEX"	1995	3.771579	NA	11624.84	"1"
"MEX"	1996	3.790995	NA	12047.15	"1"
"MEX"	1997	3.819206	NA	12687.26	"1"
"MEX"	1998	3.751657	NA	13152.17	"1"
"MEX"	1999	4.002381	NA	13479.21	"1"
"MEX"	2000	3.983481	NA	14198.21	"1"
"MEX"	2001	3.972674	NA	14023.08	"1"
"MEX"	2002	3.921533	NA	13954.3	"1"
"MEX"	2003	3.799895	NA	13972.39	"1"
"MEX"	2004	3.869919	NA	14391.35	"1"
"MEX"	2005	3.82712	NA	14667.93	"1"
"MEX"	2006	3.883843	NA	15219.2	"1"
"MEX"	2007	3.944556	NA	15512.73	"1"
"MEX"	2008	3.994549	1.854228	15513.2	"1"
"MEX"	2009	3.883862	1.858345	14573.87	"1"
"MEX"	2010	3.9507	1.839351	15143.32	"1"
"MEX"	2011	3.949796	1.74969	15542.71	"1"
"MEX"	2012	4.087594	1.865199	15981.08	"1"
"MEX"	2013	4.232755	NA	16020.43	"1"
"MEX"	2014	4.499797	NA	16197.48	"1"
"MEX"	2015	NA	NA	16419.46	"1"
"MLT"	1990	2.433625	NA	15610.3	"0"
"MLT"	1991	2.702894	NA	16426.09	"0"
"MLT"	1992	2.881845	NA	17021.84	"0"
"MLT"	1993	2.3252	NA	17604.57	"0"
"MLT"	1994	2.750216	NA	18424.18	"0"
"MLT"	1995	3.084399	NA	19431.34	"0"
"MLT"	1996	3.283689	NA	20026.81	"0"
"MLT"	1997	3.246414	NA	20958.51	"0"
"MLT"	1998	3.556813	NA	21919.78	"0"
"MLT"	1999	3.662873	NA	22833.38	"0"
"MLT"	2000	4.42496	NA	24235.07	"0"
"MLT"	2001	3.72654	NA	23698.64	"0"
"MLT"	2002	4.112058	NA	24186.43	"0"
"MLT"	2003	3.659991	NA	24037.69	"0"
"MLT"	2004	3.655579	NA	23751.17	"0"
"MLT"	2005	3.622391	NA	24475.25	"0"
"MLT"	2006	3.888812	NA	24898.27	"0"
"MLT"	2007	3.819282	NA	25862	"0"
"MLT"	2008	4.229707	NA	26782.19	"0"
"MLT"	2009	4.294368	NA	25952.61	"0"
"MLT"	2010	4.304745	NA	26983.47	"0"
"MLT"	2011	4.365011	NA	27271.44	"0"
"MLT"	2012	4.200548	NA	27479.37	"0"
"MLT"	2013	4.924212	NA	28181.98	"0"
"MMR"	1990	7.961902	NA	741.0862	"0"
"MMR"	1991	8.353689	NA	751.2589	"0"
"MMR"	1992	7.771985	NA	737.078	"0"
"MMR"	1993	7.467904	NA	795.69	"0"
"MMR"	1994	6.745173	NA	832.3771	"0"
"MMR"	1995	5.864788	NA	881.4707	"0"
"MMR"	1996	5.922867	NA	928.4949	"0"
"MMR"	1997	6.347179	NA	973.5957	"0"
"MMR"	1998	6.090743	NA	1016.224	"0"
"MMR"	1999	6.090293	NA	1113.158	"0"
"MMR"	2000	6.427225	NA	1251.204	"0"
"MMR"	2001	8.098999	NA	1377.961	"0"
"MMR"	2002	9.139889	NA	1528.009	"0"
"MMR"	2003	8.255128	NA	1723.179	"0"
"MMR"	2004	9.618731	NA	1939.935	"0"
"MMR"	2005	10.73883	NA	2270.883	"0"
"MMR"	2006	13.02938	NA	2540.902	"0"
"MMR"	2007	14.08506	NA	2833.747	"0"
"MMR"	2008	21.10018	NA	3134.222	"0"
"MMR"	2009	23.55569	NA	3223.621	"0"
"MMR"	2010	22.01398	NA	3361.692	"0"
"MMR"	2011	22.58775	NA	3510.011	"0"
"MMR"	2012	16.91143	NA	3682.006	"0"
"MMR"	2013	15.79317	NA	4003.152	"0"
"MMR"	2014	12.08452	NA	4423.386	"0"
"MMR"	2015	NA	NA	5067.877	"0"
"MYS"	1990	3.760488	NA	10240.05	"0"
"MYS"	1991	3.408697	NA	10918.49	"0"
"MYS"	1992	3.536312	NA	11582.27	"0"
"MYS"	1993	3.608558	NA	12407.83	"0"
"MYS"	1994	3.658518	NA	13212.02	"0"
"MYS"	1995	3.68483	NA	14147	"0"
"MYS"	1996	3.548576	NA	15170.12	"0"
"MYS"	1997	3.558632	NA	15872.44	"0"
"MYS"	1998	3.282563	NA	14342.6	"0"
"MYS"	1999	3.201235	NA	14863.6	"0"
"MYS"	2000	3.220959	NA	15819.6	"0"
"MYS"	2001	3.092974	NA	15568.98	"0"
"MYS"	2002	3.103521	NA	16084.86	"0"
"MYS"	2003	3.127616	NA	16696.1	"0"
"MYS"	2004	3.025718	NA	17503.09	"0"
"MYS"	2005	2.997438	NA	18104.69	"0"
"MYS"	2006	3.04824	NA	18775.95	"0"
"MYS"	2007	2.944467	NA	19609.5	"0"
"MYS"	2008	2.888005	NA	20204.15	"0"
"MYS"	2009	3.187743	NA	19564.83	"0"
"MYS"	2010	3.062588	NA	20675.02	"0"
"MYS"	2011	3.197262	NA	21424.01	"0"
"MYS"	2012	3.346221	NA	22247.08	"0"
"MYS"	2013	3.234242	NA	22945.1	"0"
"MYS"	2014	3.249597	NA	23964.99	"0"
"MYS"	2015	NA	NA	24796.07	"0"
"NIC"	1990	6.664671	NA	2958.814	"0"
"NIC"	1991	6.725059	NA	2888.877	"0"
"NIC"	1992	5.795654	NA	2836.761	"0"
"NIC"	1993	5.855851	NA	2764.829	"0"
"NIC"	1994	5.291719	NA	2797.605	"0"
"NIC"	1995	5.336613	NA	2904.214	"0"
"NIC"	1996	5.355154	NA	3030.288	"0"
"NIC"	1997	5.178233	NA	3093.975	"0"
"NIC"	1998	4.571261	NA	3154.13	"0"
"NIC"	1999	4.849594	NA	3321.464	"0"
"NIC"	2000	4.834584	NA	3404.642	"0"
"NIC"	2001	4.749639	NA	3454.621	"0"
"NIC"	2002	4.635513	NA	3432.893	"0"
"NIC"	2003	4.607986	NA	3472.997	"0"
"NIC"	2004	4.67523	NA	3610.078	"0"
"NIC"	2005	4.960127	NA	3715.95	"0"
"NIC"	2006	4.910208	NA	3819.9	"0"
"NIC"	2007	5.027558	NA	3969.519	"0"
"NIC"	2008	5.380729	NA	4029.879	"0"
"NIC"	2009	5.257358	NA	3868.846	"0"
"NIC"	2010	5.285706	NA	3942.823	"0"
"NIC"	2011	5.376416	NA	4137.993	"0"
"NIC"	2012	5.728248	NA	4317.847	"0"
"NIC"	2013	6.226878	NA	4461.5	"0"
"NIC"	2014	6.10958	NA	4612.22	"0"
"NIC"	2015	NA	NA	4785.351	"0"
"NLD"	1990	3.257745	NA	31560.98	"1"
"NLD"	1991	3.177299	NA	32077.02	"1"
"NLD"	1992	3.256549	NA	32378.54	"1"
"NLD"	1993	3.188114	NA	32558.01	"1"
"NLD"	1994	3.280206	NA	33320.57	"1"
"NLD"	1995	3.232047	NA	34189.55	"1"
"NLD"	1996	3.162082	4.534548	35246	"1"
"NLD"	1997	3.444079	4.688997	36572.79	"1"
"NLD"	1998	3.591921	5.052839	37992.86	"1"
"NLD"	1999	3.899169	4.819668	39647.41	"1"
"NLD"	2000	4.046576	5.259725	41033.63	"1"
"NLD"	2001	4.009391	5.383782	41590.16	"1"
"NLD"	2002	4.006085	5.955832	41368.36	"1"
"NLD"	2003	3.94623	6.395713	41290.55	"1"
"NLD"	2004	3.985751	6.256509	41982.89	"1"
"NLD"	2005	4.181328	6.588815	42789.77	"1"
"NLD"	2006	4.442843	6.344879	44224.31	"1"
"NLD"	2007	4.5849	6.283475	45760.28	"1"
"NLD"	2008	4.640378	6.058391	46356.98	"1"
"NLD"	2009	4.599078	6.550403	44381.59	"1"
"NLD"	2010	4.377121	6.802278	44773.88	"1"
"NLD"	2011	4.785573	6.654059	45306.94	"1"
"NLD"	2012	4.795676	7.270569	44662.43	"1"
"NLD"	2013	4.796385	7.973648	44446.2	"1"
"NLD"	2014	5.106489	7.401395	44773.3	"1"
"NLD"	2015	NA	12.37905	45478.54	"1"
"NOR"	1990	6.248395	12.18918	40453.2	"1"
"NOR"	1991	6.81594	13.23585	41502.81	"1"
"NOR"	1992	6.349942	13.74034	42738.91	"1"
"NOR"	1993	6.173274	13.91994	43694.07	"1"
"NOR"	1994	6.164224	12.99075	45642.42	"1"
"NOR"	1995	6.565454	13.35838	47292.22	"1"
"NOR"	1996	6.691	13.99232	49418.92	"1"
"NOR"	1997	6.683177	15.17427	51749.23	"1"
"NOR"	1998	6.543939	14.84278	52792.05	"1"
"NOR"	1999	6.413757	16.25299	53487.39	"1"
"NOR"	2000	7.728443	15.90054	54844.71	"1"
"NOR"	2001	7.647255	16.19789	55705.77	"1"
"NOR"	2002	7.8479	16.78329	56202.75	"1"
"NOR"	2003	7.341782	17.2016	56388.04	"1"
"NOR"	2004	7.520898	16.99014	58275.07	"1"
"NOR"	2005	7.962224	17.32861	59398.68	"1"
"NOR"	2006	7.932144	3.870663	60333.46	"1"
"NOR"	2007	8.033106	3.794178	61461.84	"1"
"NOR"	2008	8.230741	3.319015	60933.84	"1"
"NOR"	2009	8.013203	3.524907	59193.91	"1"
"NOR"	2010	7.651711	3.411548	58812.98	"1"
"NOR"	2011	8.022577	3.212429	58630.26	"1"
"NOR"	2012	8.422301	3.13006	59449.56	"1"
"NOR"	2013	8.583965	3.106838	59310.47	"1"
"NOR"	2014	8.696646	3.147778	59777.8	"1"
