"country"	"year"	"CO2_PBPROD"	"DMC_PROD"	"GDP_RCAP"	"OECD"
"FRA"	2012	7.657369	3.713962	37579.14	"1"
"FRA"	2013	7.569626	3.733343	37634.44	"1"
"FRA"	2014	8.456448	3.75856	37536.56	"1"
"FRA"	2015	NA	9.211353	37835.37	"1"
"G20"	1990	2.114354	NA	9953.287	"0"
"G20"	1991	2.128756	NA	9944.162	"0"
"G20"	1992	2.174307	NA	9979.335	"0"
"G20"	1993	2.193826	NA	10045.45	"0"
"G20"	1994	2.249046	NA	10252.04	"0"
"G20"	1995	2.258002	NA	10465.32	"0"
"G20"	1996	2.28552	NA	10735.68	"0"
"G20"	1997	2.360819	NA	11056.14	"0"
"G20"	1998	2.405609	NA	11219.83	"0"
"G20"	1999	2.492101	NA	11532.86	"0"
"G20"	2000	2.524955	NA	11957.76	"0"
"G20"	2001	2.550563	NA	12127.13	"0"
"G20"	2002	2.586049	NA	12340.51	"0"
"G20"	2003	2.56566	NA	12671.83	"0"
"G20"	2004	2.576376	NA	13158.63	"0"
"G20"	2005	2.609506	NA	13634.36	"0"
"G20"	2006	2.664762	NA	14208.35	"0"
"G20"	2007	2.70573	NA	14822.78	"0"
"G20"	2008	2.775796	NA	15071.63	"0"
"G20"	2009	2.802684	NA	14859.7	"0"
"G20"	2010	2.77968	NA	15499.36	"0"
"G20"	2011	2.81049	NA	16009.65	"0"
"G20"	2012	2.877342	NA	16366.57	"0"
"G20"	2013	2.915747	NA	16747.21	"0"
"G20"	2014	2.999325	NA	17176.79	"0"
"G7M"	1990	4.911307	NA	64012.96	"0"
"G7M"	1991	4.984818	NA	64247.34	"0"
"G7M"	1992	5.075359	NA	65109.39	"0"
"G7M"	1993	5.103966	NA	65450.44	"0"
"G7M"	1994	5.194543	NA	66993.59	"0"
"G7M"	1995	5.264673	NA	68149.52	"0"
"G7M"	1996	5.257928	NA	69541.75	"0"
"G7M"	1997	5.35784	NA	71329.52	"0"
"G7M"	1998	5.489535	NA	72826.6	"0"
"G7M"	1999	5.640761	NA	74699.34	"0"
"G7M"	2000	5.693737	NA	76951.84	"0"
"G7M"	2001	5.776877	NA	77440.71	"0"
"G7M"	2002	5.885433	NA	78076.55	"0"
"G7M"	2003	5.909491	NA	79102.15	"0"
"G7M"	2004	6.04358	NA	80926.47	"0"
"G7M"	2005	6.182755	NA	82390.38	"0"
"G7M"	2006	6.428052	NA	83997.09	"0"
"G7M"	2007	6.492645	NA	85233.25	"0"
"G7M"	2008	6.684189	NA	84532.88	"0"
"G7M"	2009	6.914633	NA	80907.54	"0"
"G7M"	2010	6.824626	NA	82716.7	"0"
"G7M"	2011	7.070741	NA	83713.21	"0"
"G7M"	2012	7.262842	NA	84536.48	"0"
"G7M"	2013	7.276467	NA	85129.71	"0"
"G7M"	2014	7.482317	NA	86143.88	"0"
"G7M"	2015	NA	NA	43690.03	"0"
"GBR"	1990	2.803663	NA	26828.23	"1"
"GBR"	1991	2.711352	NA	26436.12	"1"
"GBR"	1992	2.783792	NA	26463.53	"1"
"GBR"	1993	2.944542	NA	27066.34	"1"
"GBR"	1994	3.102154	NA	28046.45	"1"
"GBR"	1995	3.238281	NA	28668.14	"1"
"GBR"	1996	3.196366	NA	29327.55	"1"
"GBR"	1997	3.437445	NA	30166.87	"1"
"GBR"	1998	3.523785	NA	31043.72	"1"
"GBR"	1999	3.65823	NA	31948.81	"1"
"GBR"	2000	3.732382	3.967487	33031.02	"1"
"GBR"	2001	3.731107	4.052666	33801.19	"1"
"GBR"	2002	3.935635	4.228349	34933.77	"1"
"GBR"	2003	3.97734	4.486433	35979.21	"1"
"GBR"	2004	4.074821	4.445558	36695.29	"1"
"GBR"	2005	4.207857	4.711784	37505.69	"1"
"GBR"	2006	4.302003	4.875508	38180.79	"1"
"GBR"	2007	4.506565	4.977563	38846.35	"1"
"GBR"	2008	4.595806	5.295538	38285.84	"1"
"GBR"	2009	4.863101	5.944934	36365.75	"1"
"GBR"	2010	4.774436	6.106133	36768.34	"1"
"GBR"	2011	5.270143	6.077532	37012.01	"1"
"GBR"	2012	5.066204	6.502385	37245.29	"1"
"GBR"	2013	5.305146	6.320124	37729.5	"1"
"GBR"	2014	6.029806	5.968239	38636.22	"1"
"GBR"	2015	NA	12.93227	38954.89	"1"
"GEO"	1990	1.126566	NA	7854.522	"0"
"GEO"	1991	1.167021	NA	6153.775	"0"
"GEO"	1992	0.8256411	NA	3364.57	"0"
"GEO"	1993	0.7259138	NA	2360.539	"0"
"GEO"	1994	0.998768	NA	2136.578	"0"
"GEO"	1995	1.310855	NA	2251.215	"0"
"GEO"	1996	1.872175	NA	2567.29	"0"
"GEO"	1997	2.390048	NA	2890.251	"0"
"GEO"	1998	2.750331	NA	3009.41	"0"
"GEO"	1999	3.171597	NA	3119.954	"0"
"GEO"	2000	3.055502	NA	3201.904	"0"
"GEO"	2001	4.386626	NA	3380.174	"0"
"GEO"	2002	5.545528	NA	3589.256	"0"
"GEO"	2003	5.750895	NA	4038.061	"0"
"GEO"	2004	5.745307	NA	4330.974	"0"
"GEO"	2005	4.963024	NA	4809.04	"0"
"GEO"	2006	4.876237	NA	5328.964	"0"
"GEO"	2007	4.543355	NA	6065.969	"0"
"GEO"	2008	5.424898	NA	6286.42	"0"
"GEO"	2009	4.608263	NA	6128.132	"0"
"GEO"	2010	5.190793	NA	6597.569	"0"
"GEO"	2011	4.66766	NA	7167.116	"0"
"GEO"	2012	4.468422	NA	7721.901	"0"
"GEO"	2013	4.564525	NA	8087.042	"0"
"GEO"	2014	4.138405	NA	8572.172	"0"
"GEO"	2015	NA	NA	8924.989	"0"
"GRC"	1990	3.044436	NA	20951.87	"1"
"GRC"	1991	3.127627	NA	21392.05	"1"
"GRC"	1992	3.053329	NA	21305.87	"1"
"GRC"	1993	3.008634	NA	20773.35	"1"
"GRC"	1994	3.001921	NA	21013.11	"1"
"GRC"	1995	2.958423	NA	21290.2	"1"
"GRC"	1996	3.047078	NA	21746.62	"1"
"GRC"	1997	3.143816	NA	22579.81	"1"
"GRC"	1998	3.12921	NA	23332.88	"1"
"GRC"	1999	3.213822	NA	23944.41	"1"
"GRC"	2000	3.077867	3.868825	24803.41	"1"
"GRC"	2001	3.12962	3.932669	25751.48	"1"
"GRC"	2002	3.24375	3.917418	26681.27	"1"
"GRC"	2003	3.301605	3.434892	28142.77	"1"
"GRC"	2004	3.482051	3.802934	29457.46	"1"
"GRC"	2005	3.441472	3.804697	29537.78	"1"
"GRC"	2006	3.676935	3.963248	31100.84	"1"
"GRC"	2007	3.649619	2.298307	32026.93	"1"
"GRC"	2008	3.774558	2.459827	31853.95	"1"
"GRC"	2009	3.780003	2.969362	30486.73	"1"
"GRC"	2010	3.863728	3.172787	28899.15	"1"
"GRC"	2011	3.564282	3.506515	26328.4	"1"
"GRC"	2012	3.524086	4.039478	24481.12	"1"
"GRC"	2013	3.813257	4.038252	23122.18	"1"
"GRC"	2014	4.001551	3.499268	23163.56	"1"
"GRC"	2015	NA	9.066997	23079.56	"1"
"GTM"	1990	14.42267	NA	5055.033	"0"
"GTM"	1991	14.07343	NA	5113.522	"0"
"GTM"	1992	11.92236	NA	5230.455	"0"
"GTM"	1993	11.29334	NA	5303.026	"0"
"GTM"	1994	11.05637	NA	5382.432	"0"
"GTM"	1995	9.742188	NA	5511.951	"0"
"GTM"	1996	10.27584	NA	5538.649	"0"
"GTM"	1997	10.22382	NA	5642.395	"0"
"GTM"	1998	8.430116	NA	5783.169	"0"
"GTM"	1999	8.905969	NA	5862.469	"0"
"GTM"	2000	8.07664	NA	5928.615	"0"
"GTM"	2001	7.888098	NA	5920.984	"0"
"GTM"	2002	7.632744	NA	6001.853	"0"
"GTM"	2003	7.834031	NA	6006.361	"0"
"GTM"	2004	7.607471	NA	6049.251	"0"
"GTM"	2005	7.574403	NA	6101.576	"0"
"GTM"	2006	7.974379	NA	6283.721	"0"
"GTM"	2007	7.856273	NA	6530.938	"0"
"GTM"	2008	9.079813	NA	6597.445	"0"
"GTM"	2009	8.331046	NA	6488.933	"0"
"GTM"	2010	9.325803	NA	6532.758	"0"
"GTM"	2011	9.565643	NA	6661.311	"0"
"GTM"	2012	9.747418	NA	6716.558	"0"
"GTM"	2013	8.759574	NA	6821.962	"0"
"GTM"	2014	6.908929	NA	6962.639	"0"
"GTM"	2015	NA	NA	7106.231	"0"
"HND"	1990	7.063643	NA	3140.445	"0"
"HND"	1991	7.360888	NA	3154.009	"0"
"HND"	1992	6.826728	NA	3242.314	"0"
"HND"	1993	6.861541	NA	3354.62	"0"
"HND"	1994	5.869169	NA	3227.49	"0"
"HND"	1995	5.132464	NA	3277.133	"0"
"HND"	1996	5.392514	NA	3315.811	"0"
"HND"	1997	5.505397	NA	3403.3	"0"
"HND"	1998	4.74718	NA	3426.149	"0"
"HND"	1999	4.61475	NA	3290.571	"0"
"HND"	2000	4.738721	NA	3408.071	"0"
"HND"	2001	4.131619	NA	3430.423	"0"
"HND"	2002	4.035022	NA	3489.279	"0"
"HND"	2003	3.79935	NA	3577.854	"0"
"HND"	2004	3.582574	NA	3729.333	"0"
"HND"	2005	3.73036	NA	3882.074	"0"
"HND"	2006	4.447413	NA	4062.127	"0"
"HND"	2007	3.722272	NA	4236.889	"0"
"HND"	2008	3.997951	NA	4339.69	"0"
"HND"	2009	4.153756	NA	4163.265	"0"
"HND"	2010	4.343959	NA	4249.093	"0"
"HND"	2011	3.950795	NA	4344.031	"0"
"HND"	2012	4.128691	NA	4456.307	"0"
"HND"	2013	4.193722	NA	4514.802	"0"
"HND"	2014	4.174886	NA	4588.259	"0"
"HND"	2015	NA	NA	4688.291	"0"
"HRV"	1990	5.668715	NA	24501.18	"0"
"HRV"	1991	9.524918	NA	30876.78	"0"
"HRV"	1992	8.834637	NA	27946.7	"0"
"HRV"	1993	5.758224	NA	18391.57	"0"
"HRV"	1994	3.879807	NA	11672.8	"0"
"HRV"	1995	3.762872	NA	11911.6	"0"
"HRV"	1996	4.019243	NA	13102.34	"0"
"HRV"	1997	3.861925	NA	13734.67	"0"
"HRV"	1998	3.630197	NA	14211.08	"0"
"HRV"	1999	3.645896	NA	13914.29	"0"
"HRV"	2000	3.918532	NA	14856.07	"0"
"HRV"	2001	3.831617	NA	15317.84	"0"
"HRV"	2002	3.797315	NA	16121.48	"0"
"HRV"	2003	3.744187	NA	17017.5	"0"
"HRV"	2004	4.012376	NA	17716.28	"0"
"HRV"	2005	4.114371	NA	18441.5	"0"
"HRV"	2006	4.298296	NA	19332.65	"0"
"HRV"	2007	4.25342	NA	20346.61	"0"
"HRV"	2008	4.568993	NA	20771.39	"0"
"HRV"	2009	4.475846	NA	19261.26	"0"
"HRV"	2010	4.597494	NA	18982	"0"
"HRV"	2011	4.658631	NA	19535.11	"0"
"HRV"	2012	4.984354	NA	19166.29	"0"
"HRV"	2013	5.089499	NA	19015.26	"0"
"HRV"	2014	5.325717	NA	19024.06	"0"
"HRV"	2015	NA	NA	19400.95	"0"
"HTI"	1990	52.15976	NA	6832.451	"0"
"HTI"	1991	54.27225	NA	6668.465	"0"
"HTI"	1992	68.35272	NA	7495.045	"0"
"HTI"	1993	59.93007	NA	5172.764	"0"
"HTI"	1994	75.28553	NA	1863.767	"0"
"HTI"	1995	14.29896	NA	1645.701	"0"
"HTI"	1996	12.64329	NA	1682.481	"0"
"HTI"	1997	10.8381	NA	1696.802	"0"
"HTI"	1998	10.8192	NA	1703.092	"0"
"HTI"	1999	10.69943	NA	1718.651	"0"
"HTI"	2000	10.55844	NA	1704.329	"0"
"HTI"	2001	9.548821	NA	1658.742	"0"
"HTI"	2002	8.312726	NA	1627.781	"0"
"HTI"	2003	8.800694	NA	1607.87	"0"
"HTI"	2004	7.368435	NA	1527.148	"0"
"HTI"	2005	7.159524	NA	1530.307	"0"
"HTI"	2006	7.175861	NA	1540.493	"0"
"HTI"	2007	6.456834	NA	1567.429	"0"
"HTI"	2008	6.511327	NA	1556.525	"0"
"HTI"	2009	6.951805	NA	1580.444	"0"
"HTI"	2010	7.041111	NA	1471.649	"0"
"HTI"	2011	7.256445	NA	1530.701	"0"
"HTI"	2012	7.68116	NA	1552.831	"0"
"HTI"	2013	7.675344	NA	1596.692	"0"
"HTI"	2014	6.203356	NA	1619.487	"0"
"HTI"	2015	NA	NA	1624.866	"0"
"HUN"	1990	2.393978	NA	15156.81	"1"
"HUN"	1991	2.389535	NA	14618.15	"1"
"HUN"	1992	2.571613	NA	14175.77	"1"
"HUN"	1993	2.547438	NA	14110.19	"1"
"HUN"	1994	2.657723	NA	14545.94	"1"
"HUN"	1995	2.714091	NA	14783.17	"1"
"HUN"	1996	2.662655	NA	14809.41	"1"
"HUN"	1997	2.825567	NA	15329.84	"1"
"HUN"	1998	2.928515	NA	16013.81	"1"
"HUN"	1999	2.992522	NA	16573.92	"1"
"HUN"	2000	3.317816	1.9742	17315.34	"1"
"HUN"	2001	3.340237	1.722037	18010.11	"1"
"HUN"	2002	3.53897	1.877921	18874.79	"1"
"HUN"	2003	3.506178	1.942806	19653.47	"1"
"HUN"	2004	3.795997	1.612083	20682.96	"1"
"HUN"	2005	3.987716	1.440647	21632.45	"1"
"HUN"	2006	4.184293	1.843257	22501.54	"1"
"HUN"	2007	4.334299	2.476155	22637.47	"1"
"HUN"	2008	4.437904	2.200511	22878.81	"1"
"HUN"	2009	4.578353	2.546162	21410.27	"1"
"HUN"	2010	4.541526	2.913822	21604	"1"
"HUN"	2011	4.804333	2.962634	22070.71	"1"
"HUN"	2012	5.127453	3.438928	21801.23	"1"
"HUN"	2013	5.442455	2.905306	22338.41	"1"
"HUN"	2014	5.704904	2.300807	23345.89	"1"
"HUN"	2015	NA	6.386117	24187.16	"1"
"IDN"	1990	5.891257	NA	4415.643	"0"
"IDN"	1991	5.920989	NA	4713.046	"0"
"IDN"	1992	6.095783	NA	5029.471	"0"
"IDN"	1993	6.001526	NA	5291.334	"0"
"IDN"	1994	5.987722	NA	5598.986	"0"
"IDN"	1995	5.671479	NA	5964.746	"0"
"IDN"	1996	5.818736	NA	6333.662	"0"
"IDN"	1997	5.531201	NA	6533.468	"0"
"IDN"	1998	4.673032	NA	5593.616	"0"
"IDN"	1999	4.36142	NA	5556.952	"0"
"IDN"	2000	4.702895	NA	5746.868	"0"
"IDN"	2001	4.535982	NA	5871.064	"0"
"IDN"	2002	4.644764	NA	6047.702	"0"
"IDN"	2003	4.41446	NA	6246.542	"0"
"IDN"	2004	4.530146	NA	6467.461	"0"
"IDN"	2005	4.749094	NA	6738.576	"0"
"IDN"	2006	4.693252	NA	7008.454	"0"
"IDN"	2007	4.796386	NA	7347.849	"0"
"IDN"	2008	5.138559	1.783414	7680.96	"0"
"IDN"	2009	5.161548	1.554961	7932.269	"0"
"IDN"	2010	5.319051	1.698094	8326.332	"0"
"IDN"	2011	5.531241	1.845104	8726.734	"0"
"IDN"	2012	5.761868	1.960278	9138.169	"0"
"IDN"	2013	5.973122	NA	9553.529	"0"
"IDN"	2014	5.74281	NA	9916.087	"0"
"IDN"	2015	NA	NA	10273.75	"0"
"IND"	1990	2.642858	NA	1613.319	"0"
"IND"	1991	2.582008	NA	1666.721	"0"
"IND"	1992	2.506046	NA	1651.814	"0"
"IND"	1993	2.530176	NA	1707.189	"0"
"IND"	1994	2.50749	NA	1753.408	"0"
"IND"	1995	2.475085	NA	1832.56	"0"
"IND"	1996	2.537885	NA	1931.317	"0"
"IND"	1997	2.920839	NA	2303.058	"0"
"IND"	1998	2.987239	NA	2353.516	"0"
"IND"	1999	2.936481	NA	2452.914	"0"
"IND"	2000	3.024876	NA	2584.255	"0"
"IND"	2001	3.093058	NA	2642.657	"0"
"IND"	2002	3.144943	NA	2732.671	"0"
"IND"	2003	3.198664	NA	2789.463	"0"
"IND"	2004	3.205726	NA	2968.013	"0"
"IND"	2005	3.336069	NA	3195.291	"0"
"IND"	2006	3.419766	NA	3441.993	"0"
"IND"	2007	3.41669	NA	3728.22	"0"
"IND"	2008	3.309079	0.9634527	3790.253	"0"
"IND"	2009	3.255185	1.065493	4138.447	"0"
"IND"	2010	3.391155	1.130555	4484.3	"0"
"IND"	2011	3.437526	1.133825	4711.822	"0"
"IND"	2012	3.388728	1.135643	4906.98	"0"
"IND"	2013	3.486423	NA	5157.937	"0"
"IND"	2014	3.421405	NA	5452.184	"0"
"IND"	2015	NA	NA	5785.298	"0"
"IRL"	1990	2.459015	NA	21119.56	"1"
"IRL"	1991	2.456695	NA	21405.59	"1"
"IRL"	1992	2.529771	NA	21942	"1"
"IRL"	1993	2.584475	NA	22409.24	"1"
"IRL"	1994	2.643661	1.161129	23621.1	"1"
"IRL"	1995	2.845955	1.279262	25786.11	"1"
"IRL"	1996	2.981356	1.27185	27939.68	"1"
"IRL"	1997	3.206489	1.340958	30620.92	"1"
"IRL"	1998	3.229424	1.299551	32793.11	"1"
"IRL"	1999	3.442886	1.313193	35978.42	"1"
"IRL"	2000	3.623821	1.300782	39042.82	"1"
"IRL"	2001	3.652585	1.36587	40788.94	"1"
"IRL"	2002	3.936933	1.425197	42291.98	"1"
"IRL"	2003	4.092238	1.306332	43152.5	"1"
"IRL"	2004	4.325185	1.271562	45313.29	"1"
"IRL"	2005	4.382249	1.320261	46898.91	"1"
"IRL"	2006	4.539779	1.277482	48487.66	"1"
"IRL"	2007	4.792706	1.29969	48683.88	"1"
"IRL"	2008	4.625765	1.420523	45420.2	"1"
"IRL"	2009	4.924486	1.813812	42885.84	"1"
"IRL"	2010	5.04379	2.249796	43554.27	"1"
"IRL"	2011	5.630091	2.364237	43344.37	"1"
"IRL"	2012	5.494674	2.483728	42768.18	"1"
"IRL"	2013	5.761691	2.420612	43164.7	"1"
"IRL"	2014	6.350775	2.625322	46646.84	"1"
"IRL"	2015	NA	5.706889	59333.79	"1"
"IRN"	1990	3.270754	NA	9967.878	"0"
"IRN"	1991	3.300648	NA	11015.98	"0"
"IRN"	1992	3.15918	NA	11214.45	"0"
"IRN"	1993	3.076037	NA	10921.39	"0"
"IRN"	1994	2.650043	NA	10611.52	"0"
"IRN"	1995	2.644631	NA	10719.06	"0"
"IRN"	1996	2.737665	NA	11216.07	"0"
"IRN"	1997	2.6447	NA	11163.68	"0"
"IRN"	1998	2.674539	NA	11182.72	"0"
"IRN"	1999	2.431388	NA	11201.66	"0"
"IRN"	2000	2.460487	NA	11663.86	"0"
"IRN"	2001	2.403176	NA	11770.8	"0"
"IRN"	2002	2.47842	NA	12555.63	"0"
"IRN"	2003	2.584544	NA	13476.04	"0"
"IRN"	2004	2.497605	NA	13898.21	"0"
"IRN"	2005	2.403926	NA	14317.88	"0"
"IRN"	2006	2.363	NA	14963.67	"0"
"IRN"	2007	2.412939	NA	16146.17	"0"
"IRN"	2008	2.398888	NA	16113.37	"0"
"IRN"	2009	2.371988	NA	16297.54	"0"
"IRN"	2010	2.556759	NA	17163.08	"0"
"IRN"	2011	2.604608	NA	17586.15	"0"
"IRN"	2012	2.410916	NA	16214.18	"0"
"IRN"	2013	2.262775	NA	15699.03	"0"
"IRN"	2014	2.2727	NA	16173.11	"0"
"IRQ"	1990	3.76411	NA	11282.56	"0"
"IRQ"	1991	1.634764	NA	3949.205	"0"
"IRQ"	1992	1.415989	NA	5090.147	"0"
"IRQ"	1993	1.394378	NA	6438.987	"0"
"IRQ"	1994	1.287483	NA	6487.683	"0"
"IRQ"	1995	1.365357	NA	6425.047	"0"
"IRQ"	1996	1.479746	NA	6915.044	"0"
"IRQ"	1997	1.531173	NA	8124.992	"0"
"IRQ"	1998	2.977903	NA	10620.79	"0"
"IRQ"	1999	4.553254	NA	12112.91	"0"
"IRQ"	2000	3.989033	NA	11925.77	"0"
"IRQ"	2001	3.583707	NA	11856.66	"0"
"IRQ"	2002	3.565191	NA	10735.39	"0"
"IRQ"	2003	2.575012	NA	6989.488	"0"
"IRQ"	2004	3.790334	NA	10492.33	"0"
"IRQ"	2005	3.941444	NA	10671.39	"0"
"IRQ"	2006	4.605632	NA	11458.84	"0"
"IRQ"	2007	5.152501	NA	11327.93	"0"
"IRQ"	2008	4.814487	NA	11949	"0"
"IRQ"	2009	3.918726	NA	12020.05	"0"
"IRQ"	2010	3.703156	NA	12417.77	"0"
"IRQ"	2011	3.719238	NA	12935.97	"0"
"IRQ"	2012	3.719743	NA	14251.39	"0"
"IRQ"	2013	3.703194	NA	14676.03	"0"
"IRQ"	2014	3.474137	NA	13890.33	"0"
"IRQ"	2015	NA	NA	13734.21	"0"
"ISL"	1990	3.822168	NA	28503.26	"1"
"ISL"	1991	3.874805	NA	28089.73	"1"
"ISL"	1992	3.684956	NA	26815.59	"1"
"ISL"	1993	3.65638	NA	26891.77	"1"
"ISL"	1994	3.585057	NA	27629.2	"1"
"ISL"	1995	3.754048	NA	27519.26	"1"
"ISL"	1996	3.457406	NA	28670.51	"1"
"ISL"	1997	3.833566	NA	29858.2	"1"
"ISL"	1998	4.102961	NA	31470.29	"1"
"ISL"	1999	4.379573	NA	32391.07	"1"
"ISL"	2000	4.361736	NA	33510.05	"1"
"ISL"	2001	4.655436	NA	34297.31	"1"
"ISL"	2002	4.471454	NA	34210.63	"1"
"ISL"	2003	4.59892	NA	34818.02	"1"
"ISL"	2004	4.798171	NA	37227.04	"1"
"ISL"	2005	5.157827	NA	38876.61	"1"
"ISL"	2006	5.299059	NA	39526.77	"1"
"ISL"	2007	5.676712	NA	42294.55	"1"
"ISL"	2008	6.343225	2.228239	42109.93	"1"
"ISL"	2009	6.139381	2.548622	40001.61	"1"
"ISL"	2010	6.306614	2.489772	38673.61	"1"
"ISL"	2011	6.702336	2.573428	39289.31	"1"
"ISL"	2012	6.825308	2.368094	39725.86	"1"
"ISL"	2013	6.529674	NA	41156.13	"1"
"ISL"	2014	6.62786	NA	41604.88	"1"
"ISL"	2015	NA	NA	42951.71	"1"
"ISR"	1990	2.71829	NA	19138.04	"1"
"ISR"	1991	2.883487	NA	19413.57	"1"
"ISR"	1992	2.912313	NA	20207.02	"1"
"ISR"	1993	2.76114	NA	20487.88	"1"
"ISR"	1994	2.767066	NA	21447.15	"1"
"ISR"	1995	2.751238	NA	22263.75	"1"
"ISR"	1996	2.7811	NA	23017.25	"1"
"ISR"	1997	2.765591	NA	23361.71	"1"
"ISR"	1998	2.877694	NA	23765.9	"1"
"ISR"	1999	2.900132	NA	24004.81	"1"
"ISR"	2000	2.920396	NA	25460.77	"1"
"ISR"	2001	2.859096	NA	24918.07	"1"
"ISR"	2002	2.705093	NA	24395.62	"1"
"ISR"	2003	2.660894	NA	24258.65	"1"
"ISR"	2004	2.789112	NA	25057.28	"1"
"ISR"	2005	3.022657	NA	25642.06	"1"
"ISR"	2006	3.027959	NA	26615.65	"1"
"ISR"	2007	3.099223	NA	27737.23	"1"
"ISR"	2008	3.18603	4.236294	28104.34	"1"
"ISR"	2009	3.259064	3.696193	27795.27	"1"
"ISR"	2010	3.211982	3.576151	28831.37	"1"
"ISR"	2011	3.423222	3.464128	29754.5	"1"
"ISR"	2012	3.204072	3.32742	29868.06	"1"
"ISR"	2013	3.644383	NA	30587.39	"1"
"ISR"	2014	3.936435	NA	31106.91	"1"
"ISR"	2015	NA	NA	31436.56	"1"
"ITA"	1990	4.35102	NA	29863.04	"1"
"ITA"	1991	4.429678	2.407247	30301.47	"1"
"ITA"	1992	4.496047	2.418224	30533.53	"1"
"ITA"	1993	4.492412	2.766851	30254.63	"1"
"ITA"	1994	4.641923	2.865841	30899.12	"1"
"ITA"	1995	4.506748	2.808286	31790.62	"1"
"ITA"	1996	4.598437	2.930733	32190.52	"1"
"ITA"	1997	4.646414	3.046527	32763.99	"1"
"ITA"	1998	4.600516	2.700478	33283.91	"1"
"ITA"	1999	4.606378	2.392364	33797.4	"1"
"ITA"	2000	4.746477	2.569049	35035.45	"1"
"ITA"	2001	4.833469	2.681786	35634.37	"1"
"ITA"	2002	4.766059	2.943687	35610.32	"1"
"ITA"	2003	4.579501	3.37354	35387.3	"1"
"ITA"	2004	4.552235	3.154213	35594.5	"1"
"ITA"	2005	4.581064	3.055125	35667.82	"1"
"ITA"	2006	4.748432	3.076929	36177.08	"1"
"ITA"	2007	4.902702	3.296192	36442.08	"1"
"ITA"	2008	4.993773	3.387041	35783.93	"1"
"ITA"	2009	5.275301	3.557531	33619.66	"1"
"ITA"	2010	5.250931	3.957617	34022.36	"1"
"ITA"	2011	5.389582	4.077878	34137.8	"1"
"ITA"	2012	5.486686	4.846826	33017.64	"1"
"ITA"	2013	5.857488	5.545857	32308.01	"1"
"ITA"	2014	6.188005	5.181129	32211.71	"1"
"ITA"	2015	NA	12.57128	32332	"1"
"JAM"	1990	2.389086	NA	7237.23	"0"
"JAM"	1991	2.515097	NA	7536.796	"0"
"JAM"	1992	2.340312	NA	7630.264	"0"
"JAM"	1993	2.500561	NA	8287.317	"0"
"JAM"	1994	2.51649	NA	8337.146	"0"
"JAM"	1995	2.496	NA	8464.257	"0"
"JAM"	1996	2.390819	NA	8353.835	"0"
"JAM"	1997	2.313433	NA	8179.871	"0"
"JAM"	1998	2.140004	NA	7917.944	"0"
"JAM"	1999	2.100261	NA	7946.481	"0"
"JAM"	2000	2.107895	NA	7969.56	"0"
"JAM"	2001	2.131889	NA	8026.63	"0"
"JAM"	2002	2.139573	NA	8156.59	"0"
"JAM"	2003	2.151131	NA	8425.217	"0"
"JAM"	2004	2.185985	NA	8506.118	"0"
"JAM"	2005	2.199087	NA	8551.449	"0"
"JAM"	2006	1.981432	NA	8768.054	"0"
"JAM"	2007	2.008095	NA	8862.078	"0"
"JAM"	2008	2.414916	NA	8766.938	"0"
"JAM"	2009	2.985079	NA	8349.447	"0"
"JAM"	2010	3.182503	NA	8196.279	"0"
"JAM"	2011	3.069055	NA	8309.683	"0"
"JAM"	2012	3.245909	NA	8235.23	"0"
"JAM"	2013	3.063057	NA	8259.416	"0"
"JAM"	2014	3.148645	NA	8298.231	"0"
"JAM"	2015	NA	NA	8356.369	"0"
"JOR"	1990	2.356946	NA	6526.694	"0"
"JOR"	1991	2.392217	NA	6307.292	"0"
"JOR"	1992	2.459327	NA	7074.613	"0"
"JOR"	1993	2.542566	NA	7003.393	"0"
"JOR"	1994	2.521254	NA	7002.787	"0"
"JOR"	1995	2.519855	NA	7150.995	"0"
"JOR"	1996	2.493099	NA	7090.132	"0"
"JOR"	1997	2.46034	NA	7166.804	"0"
"JOR"	1998	2.44184	NA	7260.006	"0"
"JOR"	1999	2.521401	NA	7395.332	"0"
"JOR"	2000	2.506269	NA	7585.87	"0"
"JOR"	2001	2.662368	NA	7849.501	"0"
"JOR"	2002	2.653303	NA	8155.024	"0"
"JOR"	2003	2.798811	NA	8320.052	"0"
"JOR"	2004	2.704668	NA	8807.006	"0"
"JOR"	2005	2.720316	NA	9237.782	"0"
"JOR"	2006	2.878492	NA	9629.294	"0"
"JOR"	2007	2.980126	NA	10002.01	"0"
"JOR"	2008	3.312179	NA	10278.17	"0"
"JOR"	2009	3.355053	NA	10396.77	"0"
"JOR"	2010	3.531658	NA	10229.92	"0"
"JOR"	2011	3.431269	NA	10115.6	"0"
"JOR"	2012	3.081572	NA	10036.27	"0"
"JOR"	2013	3.213903	NA	10004.98	"0"
"JOR"	2014	3.086658	NA	10034.86	"0"
"JOR"	2015	NA	NA	10032.53	"0"
"JPN"	1990	3.440531	NA	28963.1	"1"
"JPN"	1991	3.544516	NA	29822.19	"1"
"JPN"	1992	3.537784	NA	29967.63	"1"
"JPN"	1993	3.571549	NA	29943.59	"1"
"JPN"	1994	3.440595	NA	30137.44	"1"
"JPN"	1995	3.467781	NA	30591.18	"1"
"JPN"	1996	3.517175	NA	31316.31	"1"
"JPN"	1997	3.592916	NA	31740.35	"1"
"JPN"	1998	3.614206	NA	31025.11	"1"
